identifier,text,keywords,Score 
CNA_ENG_20041111.0017,"GENOME-BASED RESEARCH TO SPUR FRESH TECHNO REVOLUTION: PRESIDENT. Genome-based biotechnological research will be the prime mover for a fresh round of technological innovation and economic development for Taiwan in the 21st century, President Chen Shui-bian said Thursday. Addressing the opening of the Genomics Research Center (GRC) building of the Academia Sinica, Chen pointed out that the booming semiconductor, IT and imaging industries in Taiwan have boosted the island's technological development and economic growth over the past two decades. ""In the 21st century, genome-based biotechnological research will play a crucial role in motivating the next technological revolution and economic growth in Taiwan,"" Chen said. Chen said the opening of the GRC building symbolizes a major advance for Taiwan in the field of life science research. The GRC and the top-end research team of the Academia Sinica will become the ""bullet train"" of Taiwan's biotechnology sector, which will fuel the momentum of Taiwan's development and steer the country's biotechnology sector toward the leading position in the world, Chen said.","{'innovation', 'development', 'research', 'economic development'}",0.15891966359224385
XIN_ENG_20050401.0108,"Top science official stresses scientific innovation. Chinese Minister of Science and  Technology Xu Guanhua said here Friday that China needs to improve its innovation ability to address its economic and social problems. ""Other countries will not provide us with innovative  technologies which are urgently needed for our sustained  development,"" Xu said at a ministry work conference. While continuing to borrow technology from developed countries, Xu said, Chinese scientists and technologists need to improve  their own innovative ideas and make breakthroughs in their  research. In the past year, Xu said, Chinese researchers have achieved "" great scientific research and industrialization of high  technologies."" The country improved its management of funds allocation for  natural scientific research. The ministry, mandated by the state,  has also organized more basic research projects.","{'industrialization', 'innovation', 'development', 'research'}",0.15876799500914482
XIN_ENG_20101207.0293,"China strives to reach emission goal: head of Chinese delegation. China is trying to reach its emission reduction goal, said the head of the Chinese delegation at the ongoing UN climate change conference here on Monday. Xie Zhenhua, deputy director of China's National Development and Reform Commission, said China tries to tackle climate change and protect the environment while keeping economic development. ""China faces many challenges including developing the economy, eliminating poverty, protecting the environment and reducing greenhouse emissions. We are learning from developed countries in facing climate change and trying to avoid their mistakes and lessons,"" Xie told a news conference. China has a development issue. With its large population, weak economic foundation and imbalanced development, China is not yet a rich country. Its per capita GDP is around 3,700 U.S. dollars, ranking 100th among all the countries. According to the United Nations' standard of impoverished people, China has 150 million people living under the poverty line. Meanwhile, China is striving to cut emissions. ""In the process of its industrialization and urbanization, China's greenhouse emissions are not endless. We adopt a series of actions such as saving energy, improving energy efficiency, adjusting energy mix, transforming the development mode and developing renewable energy,"" he said.","{'industrialization', 'development', 'action', 'economic development'}",0.1583383184334437
XIN_ENG_19971008.0209,"HK Chief Executive Vows to Maintain Economic Vitality (2). Tourism, which is Hong Kong's major earner of foreign exchange, will continue to be stressed in government programs, he said. The government will extend a loan of 100 million HK dollars to the Hong Kong Tourist Association to start up an International Events Fund, designed to bring together private sector partnerships to stage 50 major international events here over the next five years. While stressing that the manufacturing industry should not be neglected, Tung pointed out that innovation, adapting to new technologies and developing new industries will always be important for Hong Kong. ""We stand ready to inject up to 500 million HK dollars into the Applied Research Fund, specifically to support the commercialization of research in information technology and other high technology fields,"" he said. ""My aim is to make Hong Kong an innovation center not just for ourselves, but for South China and the region, adding value to our economic hinterland, from which in turn we draw benefit,"" he stressed. He said the government will ensure land supply for a number of scientific and industrial developments.","{'innovation', 'development', 'information technology', 'research'}",0.15780449067983277
XIN_ENG_20100112.0392,"China names another 20 innovation bases to boost foreign trade. China's government Tuesday designated another 20 industrial bases as export- oriented innovation bases to boost exports of technology products and improve global competitiveness. Jointly authorized by the Ministry of Commerce (MOC) and the Ministry of Science and Technology (MOST), the innovation bases will receive help from the ministries in research and development funding, personnel training and business information, an official with the MOC told Xinhua. The new bases bring to 58 the number designated since 2006 as part of an effort to boost foreign trade through technology and innovation. The bases, mostly hi-tech development zones and industrial parks, have covered emerging industries like information technology, biopharmaceuticals, equipment manufacturing, new materials, new energy resources and optical-mechatronics engineering. Customs statistics show exports of mechanical and electrical products last month soared 26.9 percent year on year to 78.05 billion U.S. dollars.","{'innovation', 'development', 'information technology', 'research'}",0.15485907788081457
AFP_ENG_20051119.0242,"Spain, Portugal to set up joint scientific research centre. Portugal and Spain have agreed  to set up a joint research centre that will help foster the  development of technological innovations, the leaders of both  nations said Saturday. Spanish Prime Minister Jose Luis Rodriguez Zapatero said the  centre would be located in the northern Portuguese city of Braga, be  headed by a Spaniard and house some 200 scientists from around the  world. It will focus on research in the areas of communications,  nanotechnology and information technology, he added during a joint  press conference with his Portuguese counterpart Jose Socrates at  the end of a two-day summit. ""In addition to the traditional areas of cooperation in security  and economic relations, we have extended our joint activity to  employment and science, which was the star of this summit,"" he  said. The research centre will have an annual budget of 30 million  euros (35 million dollars), Portuguese Minister for Science, Jose  Mariano Gago, said on the sidelines of the summit held in Evora,  about 150 kilometres (90 miles) southeast of Lisbon.","{'innovation', 'development', 'information technology', 'research'}",0.15466117453976383
XIN_ENG_20041205.0068,"Central economic conference makes arrangement for next year. The annual central economic conference held by the Communist Party of China (CPC) Central Committee and the State Council, which concluded here Sunday afternoon, has made an eight-point overall arrangement for China's economic work in 2005. On top of the agenda is to continue to strengthen and improve macro-economic control, correctly handle the degree and key points of the control, so as to maintain a steady and comparatively fast economic development and basically stable prices. Work concerning rural areas, agriculture and farmers will also be reinforced, and efforts be made to raise the comprehensive production capacity of agriculture and promote the growth of grain output and farmers' income. Other key points in the arrangement include: control the overall scale of investment in fixed assets; optimize investment structure and make readjustment between investment and consumption; adhere to the development road of new industrialization, speed up economic restructuring and the transition of growth patterns; promote interaction among the east, the central and the west areas of the country, so that they can complement each other and realize coordinated development; continue to implement the strategy of rejuvenating the nation with science and education, speed up the development of various social undertakings; well handle various works concerning people's interests so as to protect social stability; make efforts to promote economic system reforms and raise the level of opening up in an all round way. In addition, drafting of the 11th Five-Year Plan (2006-2010) and the 2020 prospecting development targets will also be carried out in 2005, according to the arrangement.","{'industrialization', 'development', 'action', 'economic development'}",0.15329223918193946
XIN_ENG_20041130.0166,"Zambian gov't committed to social, economic development: president. Zambian President Levy Mwanawasa has said his government is committed to ensuring the nation's social and economic development. While making remarks at the Consultative Workshop on the Blair Commission for Africa held here Tuesday, Mwanawasa said good governance is central to any good national development policies. He called on the international community to take further action to support the development problems in Africa, and to assist with poverty reduction efforts. According to a recent economic research, Africa is the only continent to have gotten poorer in the past 25 years. Moreover, Africa's share of international trade has declined in the past three decades. In 2000, the entire sub-Saharan Africa accounted for only 1.5 percent of the total world exports. Recent trends also indicate that several least developed countries will not meet any of the UN Millennium Development Goals by the 2015 deadline.","{'development', 'research', 'action', 'economic development'}",0.15317002336665506
CNA_ENG_20040107.0009,"EXECUTIVE YUAN APPROVES WHITE PAPER ON SCIENTIFIC DEVELOPMENTS. The Executive Yuan approved a white paper on scientific progress and technological development Wednesday that was envisaged by the National Science Council (NSC). Premier Yu Shyi-kun said that to have Taiwan's high technology industries on a par with industrialized nations by 2010, relevant government agencies should work out concrete measures to be in step with the six strategies outlined in the hope of having the country enjoy a budget for research and development (R&D) programs at 3 percent of its gross domestic product (GDP) and to have more than six million broadband users in 2007. According to Yu, the government currently spends about 2.3 percent of Taiwan's GDP each year to promote scientific and technological progress. Taiwan was ranked as the world's second and third in terms of innovation and technology competitiveness in 2003 by the World Economic Forum. The six strategies suggest that the government step up its efforts to cultivate high quality technical manpower, increase budgets for R&D and innovation, develop Taiwan's own special research fields, create a sound environment for industrial development, strengthen interaction among social, environmental and technical sectors, and beef up priority national defense technologies. The white paper also calls for an increase of 12 percentage points per year in the government's spending in scientific and technical research, the setting up of world class universities and encouraging the private sector to bolster their R&D.","{'innovation', 'development', 'research', 'action'}",0.15271926278065023
XIN_ENG_20050524.0121,"Chinese vice-premier hails scientific innovation. Chinese Vice-Premier Hui Liangyu  said here Tuesday that China will keep on promoting innovation in  the scientific and technological sectors to bolster the country's  sustainable development. Delivering a keynote speech at the eighth China Beijing  International High-Tech Exposition, Hui said China aims to build a vibrant technological innovation system and increases support to  researches on basic subjects, high technology and major projects  for public service. China will also make more efforts in turning research results  into production so as to improve the scientific content, quality  and benefit of China's economic development. The five-day exposition, which opened here Monday, attracted 56 delegations representing international organizations, foreign  governments, foreign economic and trade institutions, as well as  delegations representing 31 Chinese provinces, municipalities,  autonomous regions, and Hong Kong, Macao and Taiwan.","{'innovation', 'development', 'research', 'economic development'}",0.15252101531406223
XIN_ENG_20000111.0285,"Shanghai to Boost Innovation. China's leading industrial and commercial city, Shanghai, will take a series of measures to boost innovation this year as part of its efforts to become a key international city. An official with the Shanghai Municipal Scientific and Technological Commission said that the city aims to generate 110 billion yuan in high-tech industrial output this year. Priority will be given to creating 1,000 high-tech enterprises and developing new technologies and products in the industries of information technology, life sciences, and new materials, the official said. Two special funds will be established to finance joint innovation projects by universities, research institutes and enterprises. About 500 million yuan is to be allocated to accelerate the development of the Zhangjiang High-Tech Industrial Park in the Pudong New Area.","{'innovation', 'development', 'information technology', 'research'}",0.1518859039160124
XIN_ENG_20070311.0044,"Full Text: Work report of NPC Standing Committee (6). Oversight work was also focused on efforts to make China an innovative country. The Central Committee attaches great importance to scientific and technological progress and independent innovation. The State Council formulated the Outline of the National Long- and Medium-Term Program for Scientific and Technological Development. The Central Committee and the State Council held the National Conference on Science and Technology last year and introduced the goal of making China an innovative country by 2020. The Standing Committee investigated compliance with the Patent Law and heard, deliberated and approved work reports by the State Council on special subjects such as increasing the country's capacity for independent innovation and strengthening protection of intellectual property rights. Members of the Standing Committee made three proposals to address the problems of the weak contribution domestic advances in science and technology make to economic growth, the high reliance on foreign technology and the inadequate level of funding for R&D. First, we need to integrate resources. We need to speed up development of a system for technological innovation in which enterprises play the leading role, the market plays a guiding role and enterprises, universities and research institutes work together. We need to initiate a beneficial cycle of capital and technology and accelerate the conversion of advances in science and technology into actual production to constantly increase the contribution domestic advances make to economic growth. Second, we need to identify key areas. We need to focus on the main battleground of economic development, carefully decide which battles to fight and which not to fight, concentrate resources and increase funding for major projects of strategic importance to the overall situation, and encourage technological innovation through government policy to make breakthroughs in key areas and achieve leapfrog development. Third, we should attach great importance to development of human resources. We need to create an excellent environment in which outstanding personnel can rise to the top and all personnel can fully play their parts by improving mechanisms and systems for developing and concentrating human resources and encouraging outstanding personnel. The State Council last year introduced fiscal, tax, financial and government procurement policies to encourage independent innovation and launched a group of key state science and technology projects affecting overall development. The Supreme People's Court reinforced judicial protection for intellectual property rights. Oversight work was focused on building a conservation-minded and environmentally friendly society. On the basis of work carried out over the past few years, the Standing Committee strengthened follow-up and oversight work concerning resource and environmental issues.","{'innovation', 'development', 'research', 'economic development'}",0.1514140924416351
XIN_ENG_20091117.0393,"Senior leader urges publicity, culture sectors to support
development. A senior Chinese leader on Monday called on China's publicity, ideological and cultural sectors to step up support for the country's social and economic development. Li Changchun, a member of the Standing Committee of the Communist Party of China (CPC) Central Committee Political Bureau, made the remarks during a five-day inspection tour that ended Monday to the central province of Henan. The sectors should increase efforts to boost confidence, promote reforms, encourage innovation, push forward development and protect stability, in order to implement the CPC Central Committee's policies to promote China's economic growth, improve people's livelihoods, and safeguard social stability, Li said. Visiting enterprises in Henan, Li urged the province to build a market-oriented technology innovation mechanism in which enterprises played the main role, and production and research were combined. He also urged local authorities to improve services at museums, to turn them into venues for patriotic education, classrooms for the students, tourist sites for both domestic and foreign guests and platforms for cultural exchanges, scientific research and education.","{'innovation', 'development', 'research', 'economic development'}",0.15049245497423624
XIN_ENG_20050607.0179,"HKUST to select five high-impact research areas. The Hong Kong University of  Science and Technology (HKUST) announced Tuesday that it will  focus on five high-impact research areas and establish two new  institutes in the coming 15 years. Among the key proposals of the ""Building on Excellence 2005- 2020 Strategic Plan"", the university will focus on a range of  carefully selected high-impact research areas, establish the Hong  Kong Institute for Advanced Study, and open a School of Innovation and Technology Management. According to the university's president Professor Paul Chu,  five high-impact research disciplines are detailed in the plan,  specifically chosen for their scientific importance and value to  social and economic development. The chosen disciplines include nano-science and nano-technology; biosciences and biotechnology; electronics, wireless and  information technology; sustainable development and; and  management education and research. To meet the needs of its public and private sector partners,  the university is establishing the Hong Kong Institute for  Advanced Study, which will drive major interdisciplinary advances.","{'development', 'information technology', 'research', 'economic development'}",0.1504680950340613
XIN_ENG_20051221.0382,"Full text: China's Peaceful Development Road (12). China intends to do the following work well in order to achieve development by mainly relying on its own strength and through  reform and innovation: -- Adhering to innovation in ideas and systems. Practice over  the two decades or so since China introduced the reform and  opening-up policies has proved that, by emancipating the mind,  seeking truth from facts and striving for progress, China is able  to bring into full play the enthusiasm, initiative and creativity  of its hundreds of millions of people and open up new prospects  for its modernization drive. China will unswervingly push forward  reform in all aspects, remain steadfast in the direction of  socialist market economy in its reform, intensify reform with  emphasis on institutional innovation, and strive to make  breakthroughs in some key areas and important links. Through  reform, China will enhance marketization of its national economy,  improve the state's macroeconomic regulatory system, and  constantly establish institutions and mechanisms conducive to an  overall, coordinated and sustainable economic and social  development. -- Opening up the domestic market and increasing domestic  demand. It is China's fundamental stand and long-term strategic  guiding principle to expand domestic demand in its economic and  social development. China has entered a period when the pace of  industrialization and urbanization is being quickened, the  people's income level is increasing and their consumption  structure is being upgraded. While changing its mode of foreign  trade growth, increasing imports and strengthening intellectual  property protection, and continuing to make contributions to  global trade and the world economy, China keeps up its driving  force to maintain sustained economic development through its huge  domestic demand and domestic market. This has determined that  China should and most likely will mainly rely on domestic demand  for its development. China will ensure that investment in fixed  assets will increase at a reasonable scale and pace so as to bring into better play the role of investment in economic growth. By  implementing correct income distribution and consumption policies, China is relying more on domestic demand and consumption to  promote its economic development. In recent years, domestic  investment and consumption needs are increasing at a rather rapid  rate.  (More)","{'industrialization', 'innovation', 'development', 'economic development'}",0.15008852952615526
XIN_ENG_19990821.0149,"Backgrounder: Major Developments in China's Basic Science Research (1). The People's Republic of China has made many achievements in the fields of basic science and high technology research since it was founded in 1949. The achievements, which are of the world's advanced level, have greatly promoted the economic development and scientific progress. In the 1950s, the Chinese Academy of Sciences started research in space science and technology, and has provided thousands of high quality components and parts and new materials	with special functions for China-made satellites, radar, remote control and monitoring systems, and telecommunication systems. In the middle of the 1960s, China successfully developed atomic and hydrogen bombs. In 1970, China launched its first man-made satellite, which provided a technological basis for future development on satellite communication and meteorological service. Since the implementation of reform and opening-up policies in 1978, China has improved its basic research and knowledge innovation capacity by establishing a national natural science foundation, launching major scientific projects and building state key laboratories. The National Committee of the Natural Science Foundation, which was founded in 1986, has been receiving money from the government budget each year for the basic research fund. The fund, increasing on a year-to-year basis, stood at 780 million yuan (about 94 million US dollars) in 1997.","{'innovation', 'development', 'research', 'economic development'}",0.14910485121482306
XIN_ENG_20030319.0650,"Full text of report on development plan (13). 4. Accelerating adjustment and improvement of the industrial structure in accordance with the requirements for taking a new road to industrialization. We will give priority to development of the information industry by applying IT in all areas of economic and social development and promoting e-government vigorously. We will accelerate development of new and high technology industries and continue implementing the major high-tech projects for developing deep submicron integrated circuits, digital TV, satellite systems for direct transmission of radio and TV programs, biology, new medicines and modern agriculture. These projects will exert a far-reaching influence on national economic development. We will further develop national engineering research centers and national high-tech industry bases to increase our ability to apply advances in new and high technology in industrial production. We will revitalize the equipment manufacturing industry and accelerate the pace of producing essential equipment domestically through the development of major projects, so as to increase our capability for independent development and raise our overall level of technology. Technological upgrading in key industries and enterprises will be accelerated. We will make a success a number of key projects in the fields of energy and raw materials. Planning and guidance for the automobile, iron and steel, and building materials industries will be strengthened in order to avoid unplanned development and disorderly competition. We will actively explore new ideas and methods to transform and revitalize the northeastern region and other old industrial bases, and support cities and areas mainly engaged in natural resource exploitation to solve their outstanding problems and develop alternative industries. Obsolete equipment, technologies and production processes will be abandoned. Enterprises wasting resources, causing serious environmental pollution or operating under unsafe conditions will be closed down. Vigorous efforts will be made to develop modern service industries and modern distribution methods such as chain operations and centrally managed distribution. We will make full use of the role of the service sector in guiding investment and promote its comprehensive development.  (More)","{'industrialization', 'development', 'research', 'economic development'}",0.14906907683063583
APW_ENG_20060209.0408,"China announces 15-year technology plan calling for advances in autos, robots, genetics. China announced a sweeping 15-year plan on Thursday to invest in technologies ranging from genetics to energy-efficient cars in an effort to spur economic growth and improve environmental protection. The plan issued by the Cabinet calls for China to raise spending on research to 2 percent of economic output by 2010 and 2.5 percent by 2020, although it didn't give the current spending level. It promises to encourage private research spending by offering tax breaks and improving patent and copyright protections. President Hu Jintao and other leaders have called in recent weeks for China to spend more on science and increase the role played by technology and innovation in economic development. Communist leaders have tried with limited success to nurture scientific development over the past decade, hoping to profit from new industries and to reduce China's reliance on foreign technology. The government has expanded university labs, encouraged companies to invest in research and tried to lure home Chinese scientists working abroad. The number of patents awarded to Chinese inventors has grown, but the government says the pace of development is still too slow.","{'innovation', 'development', 'research', 'economic development'}",0.14860170641696843
XIN_ENG_20060421.0175,"Chinese vice-premier stresses application of information technology. Chinese Vice-Premier Zeng Peiyan  has called for the development of a national strategy to promote  the application of information technologies in social and economic development. Zeng, who is the deputy head of the national leadership group  on information technologies, made the remarks at the start of the  third session of a national expert committee. The vice-premier urged the experts to strengthen research into strategic issues in the application of IT technologies so that  they could find a proper model for the building of an  information-based society in China. Priority must be given to the research of integrated circuits,  a new generation of mobile telecommunications, digital television  and other key IT technologies, he said. Emphasis must also be given to the development of policies that encourage the application of IT technologies, such as the  upgrading of traditional industries, Zeng said.","{'development', 'information technology', 'research', 'economic development'}",0.14856185899585006
XIN_ENG_20080318.0002,"Full Text: Report on the Work of the Government (2). During the past five years we established and put into practice the Scientific Outlook on Development, worked hard on economic development, deepened reform and opening up, ensured the wellbeing of the people, improved their lives, and promoted social harmony. We made great efforts and accomplished a great deal. 1. Improving macroeconomic regulation to promote steady and rapid economic development. We endeavored to make macroeconomic regulation more proactive, responsive and effective, with the focus on resolving major problems affecting economic operation. Over the past few years, we tightened controls on the supplies of land and credit, raised market access requirements, adjusted financial and monetary policies as needed, improved industrial policies and the land policy, adjusted the economic structure, shored up weak links and effectively regulated economic operation to address problems such as overheated growth in fixed asset investment, excessive supplies of money and credit, excessively large trade surplus, and weakness in agriculture, the foundation of the economy, which could cause economic development to become unstable, unbalanced and unsustainable. In response to changes in the economy, we have repeatedly made timely adjustments in the required reserve ratio and the benchmark interest rates for savings and loans in financial institutions and rescinded or reduced export tax rebates for resource products and products whose production is energy intensive or highly polluting. These macroeconomic regulatory measures produced significant results, and China's economy maintained steady and rapid development throughout the five- year period, without experiencing major fluctuations. We adopted a series of major measures related to institutions, policies and investment to increase grain production and rural incomes as a matter of priority and strengthen agriculture as the foundation of the economy. We completely rescinded the agricultural tax, livestock tax and tax on special agricultural products throughout China, reducing the burden on farmers by an average of 133.5 billion yuan per year. In addition, we set up a subsidy scheme for agriculture, instituting direct subsidies for grain producers, subsidies for superior crop varieties, subsidies for the purchase of agricultural machinery and tools, and general subsidies for agricultural production supplies and providing incentives to major grain-producing counties and subsidies to counties and townships with serious financial difficulties. Investment in agriculture and rural areas was greatly increased. Central government allocations for agriculture, rural areas and farmers reached 1.6 trillion yuan over the past five years, including nearly 300 billion yuan that was used for developing rural infrastructure. Local governments also substantially increased their input. During the five-year period, an additional 6.667 million hectares of farmland was equipped with water-saving irrigation facilities, methane gas was made available to 16.5 million more households, 1.3 million kilometers of rural roads were built or upgraded, and safe drinking water was provided to an additional 97.48 million rural residents. A system for the prevention and control of major animal diseases was set up, and the spread of highly pathogenic avian influenza was prevented. These measures greatly encouraged farmers to grow more, gave a strong impetus to the development of a new socialist countryside and brought historic changes to rural China to the great satisfaction of hundreds of millions of rural people. Agricultural development played an important role in ensuring the overall stability and development of China's economy and society. We formulated the Outline of the National Program for Long- and Medium-Term Scientific and Technological Development, which contains comprehensive plans for the development of science and technology in China from 2006 through 2020 and calls for the launching of a number of major projects. This will have an important and far-reaching impact on efforts to strengthen China's capacity for independent innovation and make it an innovative country. Work in basic research and research in leading-edge technologies was intensified; a number of major innovations such as high-performance computers, third generation mobile communications, and super-hybrid rice were achieved; and a number of products that are competitive and carry Chinese intellectual property rights were developed. The central government spent 340.6 billion yuan on science and technology over the past five years. China's total investment in research, experimentation and development rose from the 128.8 billion yuan of 2002 to 366.4 billion yuan in 2007, with its share in the GDP rising from 1.07% to 1.49%. Major progress was made in developing a system for technological innovation in which enterprises play a key role. The capacity of scientific and technological innovation to sustain and boost economic and social development was markedly increased.","{'innovation', 'action', 'economic development', 'development', 'research'}",0.14843586786319637
XIN_ENG_20061229.0033,"Full Text: China's National Defense in 2006 (16). Weaponry and Equipment With the backing of China's economic development and scientific and technological achievements, the PLA is accelerating its  weaponry and equipment modernization drive mainly by relying on  its own efforts. Planning long-term weaponry and equipment development in a  scientific way. Based on the military strategic guidelines of the  new era and the outline for the building and development of the  military, the PLA is making efforts to correctly handle the  relationship between the needs of equipment development and the  availability of funds. As required by comprehensive integration of the Army, Navy and Air Force, joint operation and systems building, the PLA has conducted studies and feasibility assessments of its  weaponry and equipment development strategy, adopted the outline  and the Eleventh Five-Year Plan for weaponry and equipment  development, and set the direction, goals and priorities of its  future weaponry and equipment development. Enhancing the capability of independent weaponry and equipment  innovation. The PLA is strengthening applied and basic research as well as research on key defense technologies, ensuring the  application of technological achievements and raising its  capabilities of original innovation, integrated innovation, and  innovation through digesting and absorbing introduced  technologies. It is improving the innovation mechanism for  defense-related science and technology, and weaponry and equipment to support the independent, leapfrogging and sustainable  development of new and high-tech weaponry and equipment. Optimizing the system of weaponry and equipment. The PLA gives  priority to developing new types of equipment which are advanced  and reliable in technical performance, and effective in  operations. It is speeding up the development of integrated  electronic information systems, enhancing the comprehensive  integration of various types of weapon systems and support systems, and facilitating information sharing and fusion. The PLA is  accelerating the retirement of redundant equipment, carrying out  the prioritized, selective and phased retrofitting of equipment  and informationization of equipment on active service, and tapping the potential of existing equipment. It is strengthening the  systematic development of equipment to form a complete system of  equipment, weaponry and equipment support.","{'innovation', 'development', 'research', 'economic development'}",0.14823235907228158
XIN_ENG_19990309.0145,"Tung Welcomes Microsoft Effort to Promote IT in HK. Chief Executive Tung Chee Hwa today expressed Hong Kong's determination to become an important base for information technology (IT) development and welcomed Microsoft's initiatives to promote IT research and development in Hong Kong. Meeting with Bill Gates, chairman and chief executive officer of Microsoft Corporation, the chief executive of the Hong Kong Special Administrative Region said his government believed that innovation and technology are important drivers of economic growth as Hong Kong moves into the next century. ""We are devoting more resources to IT education and will continue to invest in our technological infrastructure to ensure that we reap the full benefits of innovation and technology, including IT,"" he said. ""To provide a conducive environment for this development, we will spare no efforts in protecting intellectual property rights,"" he noted.","{'innovation', 'development', 'information technology', 'research'}",0.1475444823211476
XIN_ENG_20000316.0084,"HK Scientist Chosen to Lead National Research Project. A Hong Kong computational mathematician has been appointed as the chief scientist of an information technology research project on the Chinese mainland, according to a spokesman of the Hong Kong University of Science and Technology (HKUST). The project, entitled ""Large Scale Scientific Computation Research,"" is one of 50 research projects under China's National 973 Key Basic Research Development Program. Dr. Du Qiang, an associate professor at the mathematics department of the HKUST, is the second Hong Kong scientist to head such a project, the spokesman said. ""The selection of Dr. Du as chief scientist of this project is a recognition of the collective strengthen of our faculty in scientific computation, and enhances our efforts in the pursuit of excellence in this area,"" said Shiu-Yuen Cheng, head of the HKUST mathematics department. Du's project combines basic and applied research in the environment, material science, energy, algorithm innovation and software development related to computation.","{'innovation', 'development', 'information technology', 'research'}",0.14623961295813154
XIN_ENG_20010430.0072,"Vice-Premier Visits Nation's Genome Information Center. Vice-Premier Li Lanqing visited Monday the Genome Information Center of the Chinese Academy of Sciences (CAS), the Huada Gene Research Center and the China Science and Technology Museum. Li, also a member of the Standing Committee of the Political Bureau of the Communist Party of China Central Committee, pointed out that biological science and technology is a major field concerning the development of the country in the 21st century. Noting that bio-science can also help push ahead economic development, Li urged the CAS, China's top scientific research organ, to gather more personnel to speed up the development of major gene research programs. He called for rapid industrialization of discoveries in the bio- science field. The vice-premier also stressed the important role of science and technology museums in spreading popular science and technology.","{'industrialization', 'development', 'research', 'economic development'}",0.14470380818686152
XIN_ENG_20100515.0225,"Chinese Premier warns difficulties despite positive economic
momentum. Chinese Premier Wen Jiabao warned problems in the country's economic development, though the economy has showed positive momentum, during his visit in Tianjin, a government statement said here Saturday. The Premier visited enterprises, research institutes and communities in Tianjin from Thursday to Friday on the sidelines of the fourth Ministerial Meeting of China-Arab Cooperation Forum, the statement said. ""We should be confident of maintaining a favorable economic development as we have made progress. But we should be aware of difficulties and challenges,"" Wen said. He pledged the government would closely follow the development of the economic situation, carefully adjust the policies and avoid complications. The government would continue to invest in agriculture, rural development, the programs to improve energy efficiency and reduce greenhouse gases emission as well as projects to boost innovation and improve people's livelihood, he said.","{'innovation', 'development', 'research', 'economic development'}",0.1443549922662087
XIN_ENG_20010206.0096,"China to Expedite Building Photoelectron Industry. Development of the optical electronics industry will surely bring the society substantive benefits and deserves the government's vigorous support, according to experts and officials attending a seminar held Tuesday at Changchun, capital of northeastern Jilin Province. At the seminar, the nation's leading scholars in the field like Wang Daheng and Zhao Zisen joined the discussion on the building of an optical electronics industrial park in Changchun. The park, or ""optical valley,"" is expected to be the center for national research on optics and trade in related products. It is also likely to become a research and production base for optical devices and an exchange center for international scientific communications. It will mainly focus on optical electronics, instruments and information technology industries. In an area of 20 square kilometers, the park will have development and research buildings, office buildings, workshops for making optical materials and precision instruments. When completed, the park can create 20 billion yuan in revenue, a forceful impetus to the economic development, said Li Shu, mayor of Changchun.","{'development', 'information technology', 'research', 'economic development'}",0.1440937519081587
XIN_ENG_20060517.0134,"Sci-tech association to convene national conference. The four million-member China  Association for Science and Technology (CAST) is due to hold its  seventh national conference from May 23 to 26 in Beijing. Song Nanping, member of the CAST secretariat, said that since  June 2001, when the CAST organized its last national conference,  Chinese central authorities have launched new strategies on the  scientific growth of the economy, the development of harmonious  socialist society, the construction of China's modern countryside  and the development of an innovative country. Nationwide workers related to science and technology are faced  with new opportunities to contribute more to the overall social  and economic development, Song said. Chinese scientists and technologists are inspired to focus on  innovative research and development, help improve the overall  scientific literacy among the people, and make new contributions  to building an innovation-intensive economy in China. The 1,200 delegates to the national conference are expected to  review and discuss the work report to the seventh CAST national  conference, the draft revision of the CAST constitution, and some  advices on building an innovation-intensive economy in China.","{'innovation', 'development', 'research', 'economic development'}",0.1434101530348053
NYT_ENG_20070301.0226,"KC-EWEEK -- BUSINESS. University officials from around the region puzzled Thursday over why they are not mining more nuggets of innovation from their scientists' laboratories. It's a troubling situation, considering how much Kansas, Missouri and other states depend on universities for technology that can produce new companies, new products and good-paying jobs, said Lesa Mitchell, a vice president at the Ewing Marion Kauffman Foundation in Kansas City. ""We are in a knowledge economy,"" Mitchell said at the Big 12 Innovation and Capital Formation Conference conducted at the foundation Thursday. ""The university is a critical player in the economy."" Scientists, technology transfer specialists, investors and others from the seven states that are home to universities in the Big 12 athletic conference gathered at the event to share tips, showcase their best researchers and technologies and explore working together more closely. The event was in held in conjunction with the Kauffman foundation's Entrepreneurship Week USA. ""From Lubbock to Ames, from Boulder to Columbia, we have some opportunities to reduce the complexities of lab-to-market innovation,"" said Ron Kessler, an Austin, Texas, lawyer who is one of the leaders of the high-tech economic development initiative intended to link Big 12 universities.","{'innovation', 'development', 'research', 'economic development'}",0.14290252490670233
