identifier,text,keywords,Score 
XIN_ENG_19950829.0243,"China Tries Hard to Shake Off Poverty in Northwest China. China is stepping up efforts to lift people out of poverty in northwest China who now number 11.65 million with an average annual income of less than 500 yuan a year, below the state-set poverty line. Northwest China includes five provinces and autonomous regions, namely Shaanxi, Gansu, Ningxia, Qinghai and Xinjiang. Despite marked progress made in helping the regions shake off poverty, much still need to be done in this regard, according to local officials. They said that the regions have a weak agricultural foundation and are poor in resisting natural disasters. To make the assistance more effective, priority should be given to tapping up the abundant natural resources in the regions, the local officials said. In addition, the local governments will give energetic support to the construction of irrigation works and the development of farm and pastoral sectors.","{'disasters', 'poverty', 'development', 'poor', 'natural disaster'}",0.3000357839731556
XIN_ENG_19951103.0097,"Tibet Improves Social Security System. Tibet Autonomous Region, the highest area in China, has built a social security system which combines government relief with regional economic development. Under the system, people of all social sectors were organized to help the poor, terminating the situation in which only the central government sent relief to disaster areas. The regional government has placed ""Aid-the-poor Project"", a national program to alleviate poverty in recent years, high on its agenda. Local people have established 423 mutual-aid teams, accumulating 18.69 million yuan to cope with possible disasters, and built 168 relief-oriented economic undertakings. Meanwhile, the regional government has distributed 160 million yuan as relief funds and 50 million kg of relief grain in the country's Eighth Five-Year Plan (1991-95). It will build more disaster-relief bases and store more relief materials in future, a local official said.","{'disasters', 'poverty', 'social security', 'development', 'poor'}",0.3000263643843004
LTW_ENG_20081103.0014,"Hunger Is Hard to Hide in North Korea. Sprawled on the lawn outside a bath house, poorly dressed people lie on the grass, either with no place better to go or no energy to do so at 10 a.m. on a weekday. Despite efforts to keep North Korea's extreme poverty out of view, a glance around the countryside shows a population in distress. At the root of the problem is a chronic food shortage, the result of inflation, strained relations with neighboring countries and years of flooding. Aid agencies say the level of hunger is not at the point it was in the 1990s when it was defined as a famine, although they have found a few cases of children suffering from ""kwashiorkor"" -- the swollen belly syndrome associated with starvation. Mostly what they are seeing is kind of collective apathy -- the kind of listlessness shown by the people on the streets of Nampo. ""Teachers report that children lack energy and are lagging in social and cognitive development. Workers are unable to put in full days and take longer to complete tasks -- which has implications for the success of the early and main harvests,"" reported a group of five U.S. humanitarian agencies in a summer assessment of the food situation. Aid workers get reports from hospitals of increasing infant mortality and declining birth weights of new babies. They also said they were seeing 20 percent to 40 percent more patients with digestive disorders caused largely by poor nutrition.","{'famine', 'workers', 'poverty', 'hunger', 'development', 'poor'}",0.2997259343060247
AFP_ENG_20070810.0520,"Eight out of 10 working Indians earn less than half a dollar a day. Eighty-six percent of working Indians earn less than 20 rupees or half a dollar a day, untouched by the country's blistering economic growth, a government- backed study said Friday. Out of 457 million workers, 395 million are employed in the so-called unorganised sector -- in areas such as agriculture, construction, weaving and fishing -- the study found. ""Only 0.4 percent of the 395 million unorganised sector workers have access to any form of social security,"" added the report from the National Commission for Enterprises in the Unorganised Sector. ""... 79 percent of unorganised workers ... earn less than 20 rupees (49 cents) a day,"" it said describing their living conditions as ""sordid,"" and ""utterly deplorable."" ""No social security, pitiable working conditions, extreme poverty, no education, acute gender discrimination, and absent or poorly implemented laws - this is what India's workers live by,"" said author of the report and senior government official Arjun Sengupta.","{'workers', 'working conditions', 'poverty', 'social security', 'poor'}",0.29958750079634816
XIN_ENG_20100927.0151,"Uganda gov't to pay monthly stipend to extremely poor. The Ugandan government announced on Monday that starting April next year it will start paying a monthly stipend to the chronically poor in a five-year 40 million pounds ( about 64 million U.S. dollars) pilot project. George Bekunda, the director of social protection in the Ministry of Gender and Social Development, told reporters here that over 600,000 people in 95,000 households will benefit from the program dubbed Social Assistance Grants for Empowerment (SAGE). The grants will be paid to two categories of people namely the old age grants payable to elderly citizens above 65 years and the vulnerable grants payable to labor constrained households such as those headed by disabled, orphans and widows. Bekunda said the SAGE project mainly funded by the British development aid agency, Department for International Development (DFID), will target households which can not benefit from the poverty alleviation programs set up by the Ugandan government. If the project is successful it will be rolled out through out the East African country from the initial 14 districts, according to Bekunda.","{'social protection', 'vulnerable', 'poverty', 'development', 'poor'}",0.29487176774182744
XIN_ENG_20070416.0200,"Dutch minister wants tougher criteria for export subsidies. The Netherlands' development cooperation minister has said he wants to restrict export subsidies for Dutch companies in developing countries and ensure that the money is used to fight poverty in these countries, a Dutch newspaper reported Monday. Speaking at a conference in The Hague on Saturday, Bert Koenders said he wanted to ensure that the subsidies, which amount to 120 million euro a year, were only used for projects that genuinely contribute to fighting poverty and helping the business community in developing countries. Koenders said he and Dutch State Secretary for Economic Affairs Frans Heemskerk were discussing the subject with trade unions, the business sector and other organizations, the Financiele Dagblad newspaper reported. The Netherlands must also make efforts to fight corruption and the public prosecution department should be given more resources to investigate whether Dutch companies are guilty of bribing civil servants in developing countries, Koenders was quoted as saying. Companies that receive export subsidies must sign the guidelines of the Organization for Economic Cooperation and Development (OECD) on the environment, working conditions, child labor and competition, Heemskerk said.","{'working conditions', 'development cooperation', 'child labor', 'development', 'poverty'}",0.2933970562129708
APW_ENG_20050915.0740,"Leaders and celebrities join to promote programs to preserve environment and end poverty. Several leaders attending a U.N. summit joined international celebrities to support programs to preserve the environment as a means to help end poverty. Camera flashes lit up the night Wednesday as the VIPs headed into a restaurant in Central Park for a program by the Poverty-Environment Partnership, a network of organizations promoting U.N. goals to promote development and save the world's natural habitat. ""Undermining and not understanding the environment is the problem,"" said well-known singer Angelique Kidjo, who was born in the African country of Benin. She explained that destruction of the environment creates natural disasters, leaving the poor stranded. As guests dined, Swedish Foreign Minister Laila Freivalds announced that her country will invest US$150 million (euro123 million) in environmental protection for the poor.","{'disasters', 'poverty', 'development', 'poor', 'natural disaster'}",0.29330746491109316
NYT_ENG_20000710.0067,"BANISHING THE DICKENSIAN FACTOR. In this era when the consumer is king, many Americans are displaying noblesse oblige toward the millions of foreign workers who make the goods that flood store shelves. High school students have demonstrated at Disney's Mickey-filled emporiums over the company's use of low-wage factories in China and Haiti. Nuns concerned about child labor have distributed leaflets outside Gap stores. At Duke and Georgetown, students have staged sit-ins to protest conditions at factories producing apparel carrying their college logos. And everyone seems to beat up on Nike. For years, these anti-sweatshop protests accomplished next to nothing. Many manufacturers responded by simply saying they did not control the overseas factories that they contracted with. Some embarrassed designers adopted codes of conduct, which were often ignored abroad. Before monitors visited, factory owners hid their under-aged workers and ordered employees to say they worked 40-hour weeks, not the more typical 75 hours. But as the anti-sweatshop movement continues to grow _ and grow louder _ manufacturers have recently taken steps that just might improve working conditions around the world. Companies see that many consumers want to know that their clothing was not made under Dickensian conditions. So for the first time, industry giants have joined an ambitious effort, the Fair Labor Association, that has adopted a code and called for large-scale overseas monitoring that begins this fall. Nike, Reebok, Liz Claiborne, Philips Van Heusen and other manufacturers have joined the association, a White House-backed program that promises to inspect hundreds of factories yearly. Currently only a factory or two is monitored each month. The association's leaders say this latest effort, well financed and international, should make a difference. Monitors, ranging from accounting firms to union-friendly Jesuit advocates, will visit factories to check that there is no child labor, that managers do not sexually harass workers and that no one works more than 60 hours a week. The days of companies adopting a see-no-evil stance are over, said Sam Brown, executive director of the association, which includes several consumer and human rights groups. ``This effort says for the first time, `You must know, you have to know about conditions in every single factory, and you have to bear responsibility,''' Brown said.","{'workers', 'control', 'working conditions', 'child labor', 'human rights'}",0.29225843369732085
NYT_ENG_20000710.0066,"BANISHING THE DICKENSIAN FACTOR. In this era when the consumer is king, many Americans are displaying noblesse oblige toward the millions of foreign workers who make the goods that flood store shelves. High school students have demonstrated at Disney's Mickey-filled emporiums over the company's use of low-wage factories in China and Haiti. Nuns concerned about child labor have distributed leaflets outside Gap stores. At Duke and Georgetown, students have staged sit-ins to protest conditions at factories producing apparel carrying their college logos. And everyone seems to beat up on Nike. For years, these anti-sweatshop protests accomplished next to nothing. Many manufacturers responded by simply saying they did not control the overseas factories that they contracted with. Some embarrassed designers adopted codes of conduct, which were often ignored abroad. Before monitors visited, factory owners hid their under-aged workers and ordered employees to say they worked 40-hour weeks, not the more typical 75 hours. But as the anti-sweatshop movement continues to grow _ and grow louder _ manufacturers have recently taken steps that just might improve working conditions around the world. Companies see that many consumers want to know that their clothing was not made under Dickensian conditions. So for the first time, industry giants have joined an ambitious effort, the Fair Labor Association, that has adopted a code and called for large-scale overseas monitoring that begins this fall. Nike, Reebok, Liz Claiborne, Philips Van Heusen and other manufacturers have joined the association, a White House-backed program that promises to inspect hundreds of factories yearly. Currently only a factory or two is monitored each month. The association's leaders say this latest effort, well financed and international, should make a difference. Monitors, ranging from accounting firms to union-friendly Jesuit advocates, will visit factories to check that there is no child labor, that managers do not sexually harass workers and that no one works more than 60 hours a week. The days of companies adopting a see-no-evil stance are over, said Sam Brown, executive director of the association, which includes several consumer and human rights groups. ``This effort says for the first time, `You must know, you have to know about conditions in every single factory, and you have to bear responsibility,''' Brown said.","{'workers', 'control', 'working conditions', 'child labor', 'human rights'}",0.29225843369732085
NYT_ENG_20000708.0065,"BANISHING THE DICKENSIAN FACTOR. In this era when the consumer is king, many Americans are displaying noblesse oblige toward the millions of foreign workers who make the goods that flood store shelves. High school students have demonstrated at Disney's Mickey-filled emporiums over the company's use of low-wage factories in China and Haiti. Nuns concerned about child labor have distributed leaflets outside Gap stores. At Duke and Georgetown, students have staged sit-ins to protest conditions at factories producing apparel carrying their college logos. And everyone seems to beat up on Nike. For years, these anti-sweatshop protests accomplished next to nothing. Many manufacturers responded by simply saying they did not control the overseas factories that they contracted with. Some embarrassed designers adopted codes of conduct, which were often ignored abroad. Before monitors visited, factory owners hid their under-aged workers and ordered employees to say they worked 40-hour weeks, not the more typical 75 hours. But as the anti-sweatshop movement continues to grow _ and grow louder _ manufacturers have recently taken steps that just might improve working conditions around the world. Companies see that many consumers want to know that their clothing was not made under Dickensian conditions. So for the first time, industry giants have joined an ambitious effort, the Fair Labor Association, that has adopted a code and called for large-scale overseas monitoring that begins this fall. Nike, Reebok, Liz Claiborne, Philips Van Heusen and other manufacturers have joined the association, a White House-backed program that promises to inspect hundreds of factories yearly. Currently only a factory or two is monitored each month. The association's leaders say this latest effort, well financed and international, should make a difference. Monitors, ranging from accounting firms to union-friendly Jesuit advocates, will visit factories to check that there is no child labor, that managers do not sexually harass workers and that no one works more than 60 hours a week. The days of companies adopting a see-no-evil stance are over, said Sam Brown, executive director of the association, which includes several consumer and human rights groups. ``This effort says for the first time, `You must know, you have to know about conditions in every single factory, and you have to bear responsibility,''' Brown said.","{'workers', 'control', 'working conditions', 'child labor', 'human rights'}",0.29225843369732085
NYT_ENG_20000708.0064,"BANISHING THE DICKENSIAN FACTOR. In this era when the consumer is king, many Americans are displaying noblesse oblige toward the millions of foreign workers who make the goods that flood store shelves. High school students have demonstrated at Disney's Mickey-filled emporiums over the company's use of low-wage factories in China and Haiti. Nuns concerned about child labor have distributed leaflets outside Gap stores. At Duke and Georgetown, students have staged sit-ins to protest conditions at factories producing apparel carrying their college logos. And everyone seems to beat up on Nike. For years, these anti-sweatshop protests accomplished next to nothing. Many manufacturers responded by simply saying they did not control the overseas factories that they contracted with. Some embarrassed designers adopted codes of conduct, which were often ignored abroad. Before monitors visited, factory owners hid their under-aged workers and ordered employees to say they worked 40-hour weeks, not the more typical 75 hours. But as the anti-sweatshop movement continues to grow _ and grow louder _ manufacturers have recently taken steps that just might improve working conditions around the world. Companies see that many consumers want to know that their clothing was not made under Dickensian conditions. So for the first time, industry giants have joined an ambitious effort, the Fair Labor Association, that has adopted a code and called for large-scale overseas monitoring that begins this fall. Nike, Reebok, Liz Claiborne, Philips Van Heusen and other manufacturers have joined the association, a White House-backed program that promises to inspect hundreds of factories yearly. Currently only a factory or two is monitored each month. The association's leaders say this latest effort, well financed and international, should make a difference. Monitors, ranging from accounting firms to union-friendly Jesuit advocates, will visit factories to check that there is no child labor, that managers do not sexually harass workers and that no one works more than 60 hours a week. The days of companies adopting a see-no-evil stance are over, said Sam Brown, executive director of the association, which includes several consumer and human rights groups. ``This effort says for the first time, `You must know, you have to know about conditions in every single factory, and you have to bear responsibility,''' Brown said.","{'workers', 'control', 'working conditions', 'child labor', 'human rights'}",0.29225843369732085
XIN_ENG_20040920.0249,"Globalization should facilitate poverty eradication, says Chirac. French President Jacques Chirac said on Monday a portion of the wealth generated by globalization should be put to work for poverty eradication, sustainable development and shared prosperity. ""We should ensure that the world's unprecedented wealth becomes a vehicle for the integration, rather than exclusion, of the most underprivileged,"" Chirac told a meeting, held here this morning for the presentation of a report by the World Commission on the Social Dimension of Globalization. ""There is no future in globalization that tolerates predatory behavior and the hoarding of its profits by a minority. There is no future in globalization that destroys the social and environmental balances, crushes the weak and denies human rights,"" Chirac said. He said social concerns should permeate all international action and should inspire politically committed approaches to improve the consistency and coordination of the multilateral system. The French leader favored the creation of a political forum for the economic and social governance of globalization. He also favored the creation of a United Nations Environment Organization, ""since it is first and foremost the poor who suffer the repercussions of the damage inflicted on nature.""","{'poverty eradication', 'poverty', 'development', 'poor', 'human rights'}",0.2921817687270217
XIN_ENG_20090129.0199,"Full text of Chinese premier's speech at World Economic Forum
Annual Meeting 2009 (part II). We encourage our enterprises to upgrade technologies and make technological renovation. We support them in making extensive use of new technologies, techniques, equipment and materials to restructure their product mix, develop marketable products and improve their competitiveness. Our financial support policies are being improved, a sound credit guarantee system installed and market access eased for the benefit of SME development. Fourth, actively encourage innovation and upgrading in science and technology. We are speeding up the implementation of the National Program for Medium- and Long-Term Scientific and Technological Development with a special focus on 16 key projects in order to make breakthroughs in core technologies and key generic technologies. This will provide scientific and technological support for China's sustainable economic development at a higher level. We are developing high-tech industrial clusters and creating new social demand and new economic growth areas. Fifth, substantially raise the level of social security. We have accelerated the improvement of social safety net. We will continue to increase basic pension for enterprise retirees and upgrade the standard of unemployment insurance and workers' compensation. We will raise the level of basic cost of living allowances in both urban and rural areas, welfare allowances for those rural residents without family support and the special allowances and assistance to entitled groups. This year, the central budget for social security and employment will increase at a much higher rate than the growth of the overall fiscal revenue. We are advancing the reform of the medical and health system and working to put in place a nationwide basic medical and health system covering both urban and rural areas within three years and achieve the goal of everyone having access to basic medical and health service. It is estimated that governments at all levels will invest RMB 850 billion for this purpose. We give priority to education and are now working on the Guidelines of the National Program for Medium- and Long-Term Educational Reform and Development. This year, we will increase public funds for compulsory education in rural areas, offer more financial support to students from poor families and improve the well-being of middle and primary school teachers so as to promote equity in education and optimize the educational structure. We are using every possible means to lessen the impact of the financial crisis on employment. We are following a more active employment policy. In particular, we have introduced various policy measures to help college graduates and migrant workers find jobs and provided more government-funded jobs in public service. These major policy measures as a whole target both symptoms and root causes, and address both immediate and long-term concerns. They represent a holistic approach and are mutually reinforcing. They are designed to address the need to boost domestic demand, readjust and reinvigorate industries, encourage scientific innovation and strengthen social security. They are designed to stimulate consumption through increased investment, overcome the current difficulties with long-term development in mind, and promote economic growth in the interest of people's livelihood. These measures can mobilize all resources to meet the current crisis. China's economy is in good shape on the whole. We managed to maintain steady and relatively fast economic growth in 2008 despite two unexpected massive natural disasters. Our GDP grew by 9 percent. CPI was basically stable. We had a good grain harvest for the fifth consecutive year, with a total output of 528.5 million tons. Eleven million and one hundred and thirty thousand new jobs were created in cities and towns. Household income in both urban and rural areas continued to rise. The financial system functioned well and the banking system kept its liquidity and credit asset quality at a healthy level. When China, a large developing country, runs its affairs well, it can help restore confidence in global economic growth and curb the spread of the international financial crisis. It will also help increase China's imports and outbound investment, boost world economic growth and create more development and job opportunities for other countries. Steady and fast growth of China's economy is in itself an important contribution to global financial stability and world economic growth. Ladies and Gentlemen, Will China's economy continue to grow fast and steadily? Some people may have doubts about it. Yet I can give you a definite answer: Yes, it will. We are full of confidence. Where does our confidence come from? It comes from the fact that the fundamentals of China's economy remain unchanged. Thanks to our right judgment of the situation and prompt and decisive adjustment to our macroeconomic policy, our economy remains on the track of steady and fast development. Our package plan takes into consideration both the need to address current difficulties and that of long-term development. It is beginning to produce results and will be more effective this year. Our confidence comes from the fact that the long-term trend of China's economic development remains unchanged. We are in an important period of strategic opportunities and in the process of fast industrialization and urbanization. Infrastructure construction, upgrading of industrial and consumption structures, environmental protection and conservation projects, and various social development programs—all can be translated into huge demand and growth potential and will bolster relatively high-speed growth of our economy for a long time to come. Our confidence also comes from the fact that the advantages contributing to China's economic growth remain unchanged. With 30 years' of reform and opening-up, we have laid a good material, technological and institutional foundation. We have a large well- trained and relatively low-cost labor force. We have a healthy fiscal balance, a sound financial system and adequate funds. Our system enables us to mobilize the necessary resources for big undertakings. There is harmony and stability in our society. What is more important, we follow a scientific approach to development which puts people first and seeks comprehensive, balanced and sustainable development. We are committed to reform, opening-up and win-win progress. We have found the right development path in line with China's national conditions and the trend of our times. Our people are hard-working, persevering and resilient. It is precisely these fine qualities that endow China, a country with a time-honored history, with greater vitality in the face of adversities. At the same time, there is no fundamental change in the external environment for China's economic growth. The pursuit of peace, development and cooperation is the irreversible trend in today's world. The readjustment to the international division of labor offers new opportunities. We have the confidence, conditions and ability to maintain steady and fast economic growth and continue to contribute to world economic growth. (more)","{'disasters', 'workers', 'social security', 'development', 'poor', 'natural disaster'}",0.29134021652898323
XIN_ENG_20090508.0126,"World Bank, Kenya sign four deals worth 413 mln USD. The World Bank and Kenya on Friday signed agreements for four projects in the transport, energy, social protection and environment sectors with a total commitment of 413 million U.S. dollars. The agreements which  were signed by Kenya's Finance Minister Uhuru Kenyatta and Johannes Zutt, World Bank Country Director for Kenya are for the Northern Corridor Transport Improvement Project, the Energy Sector Recovery Project, the Cash Transfer for Orphans and Vulnerable Children and the Lake Victoria Environmental Management Project II. Speaking during the ceremony, Zutt said the four projects will have important benefits for Kenyans particularly at this time when they are trying to cope with the impact of the global financial crisis on their incomes and livelihoods. ""The additional financing for the transport and energy sector projects will provide further investments in the two infrastructure sectors that are most critical to alleviating poverty in Kenya, and will allow for the fulfillment of the original development objectives of each project,"" he said. ""The social protection project will scale up social safety nets to households taking care of extremely poor vulnerable and orphaned children, while the environmental project will reduce environmental stress and improve the livelihoods of communities living in the Lake Victoria basin,"" he added.","{'social protection', 'vulnerable', 'poverty', 'development', 'poor'}",0.29040409880043944
XIN_ENG_20050625.0093,"African civil society demands pro-poor policy from WTO talks. Civil society  organizations from across Africa have called on the World Trade  Organization (WTO) and major trading partners to adopt pro-poor  policies in further trade talks to facilitate development and  poverty eradication. Arising from a four-day meeting in Zambia's tourist capital  Livingstone ahead of a meeting of trade ministers from over 30  least developed countries (LDCs), civil society representatives  said Saturday there is little evidence of progress on the  development concerns of LDCs since the adoption of the Doha Work  Program. ""The sixth WTO ministerial meeting (in Hong Kong in December)  should adopt pro-poor trade policies that are guided by global  commitment to sustainable development and poverty reduction,"" said Stephen Muyakwa, representative of the Civil Society Trade Network of Zambia. Delivering a statement of the civil society Saturday to the  ministerial meeting, Muyakwa said the developed countries have  continued to pressurize LDCs for deeper commitment in the  direction of further liberalization in crucial sectors such as  agriculture, services and binding industrial tariffs. The lack of progress on the special and differential treatment  for LDCs manifests the absence of commitment by the major trading  partners to promote development within the multilateral trading  regime, said the statement hammered by civil society organization  from a dozen of African countries including Zambia, Malawi,  Tanzania, Nigeria, among others.","{'pro-poor', 'poverty eradication', 'poverty', 'development', 'poor'}",0.2896186775103612
XIN_ENG_20090508.0127,"Writethru: World Bank, Kenya sign four deals worth 413 mln USD. The World Bank and Kenya on Friday signed agreements for four projects in the transport, energy, social protection and environment sectors with a total commitment of 413 million U.S. dollars. The agreements which  were signed by Kenya's Finance Minister Uhuru Kenyatta and Johannes Zutt, World Bank Country Director for Kenya are for the Northern Corridor Transport Improvement Project, the Energy Sector Recovery Project, the Cash Transfer for Orphans and Vulnerable Children and the Lake Victoria Environmental Management Project II. Speaking during the ceremony, Zutt said the four projects will have important benefits for Kenyans particularly at this time when they are trying to cope with the impact of the global financial crisis on their incomes and livelihoods. ""The additional financing for the transport and energy sector projects will provide further investments in the two infrastructure sectors that are most critical to alleviating poverty in Kenya, and will allow for the fulfillment of the original development objectives of each project,"" he said. ""The social protection project will scale up social safety nets to households taking care of extremely poor vulnerable and orphaned children, while the environmental project will reduce environmental stress and improve the livelihoods of communities living in the Lake Victoria basin,"" he added.","{'social protection', 'vulnerable', 'poverty', 'development', 'poor'}",0.2894774756238017
XIN_ENG_20090508.0128,"1st LD Writethru: World Bank, Kenya sign four deals worth 413 mln
USD. The World Bank and Kenya on Friday signed agreements for four projects in the transport, energy, social protection and environment sectors with a total commitment of 413 million U.S. dollars. The agreements which  were signed by Kenya's Finance Minister Uhuru Kenyatta and Johannes Zutt, World Bank Country Director for Kenya are for the Northern Corridor Transport Improvement Project, the Energy Sector Recovery Project, the Cash Transfer for Orphans and Vulnerable Children and the Lake Victoria Environmental Management Project II. Speaking during the ceremony, Zutt said the four projects will have important benefits for Kenyans particularly at this time when they are trying to cope with the impact of the global financial crisis on their incomes and livelihoods. ""The additional financing for the transport and energy sector projects will provide further investments in the two infrastructure sectors that are most critical to alleviating poverty in Kenya, and will allow for the fulfillment of the original development objectives of each project,"" he said. ""The social protection project will scale up social safety nets to households taking care of extremely poor vulnerable and orphaned children, while the environmental project will reduce environmental stress and improve the livelihoods of communities living in the Lake Victoria basin,"" he added.","{'social protection', 'vulnerable', 'poverty', 'development', 'poor'}",0.2884105009263084
XIN_ENG_20090508.0129,"2nd LD Writethru: World Bank, Kenya sign four deals worth 413 mln
USD. The World Bank and Kenya on Friday signed agreements for four projects in the transport, energy, social protection and environment sectors with a total commitment of 413 million U.S. dollars. The agreements which  were signed by Kenya's Finance Minister Uhuru Kenyatta and Johannes Zutt, World Bank Country Director for Kenya are for the Northern Corridor Transport Improvement Project, the Energy Sector Recovery Project, the Cash Transfer for Orphans and Vulnerable Children and the Lake Victoria Environmental Management Project II. Speaking during the ceremony, Zutt said the four projects will have important benefits for Kenyans particularly at this time when they are trying to cope with the impact of the global financial crisis on their incomes and livelihoods. ""The additional financing for the transport and energy sector projects will provide further investments in the two infrastructure sectors that are most critical to alleviating poverty in Kenya, and will allow for the fulfillment of the original development objectives of each project,"" he said. ""The social protection project will scale up social safety nets to households taking care of extremely poor vulnerable and orphaned children, while the environmental project will reduce environmental stress and improve the livelihoods of communities living in the Lake Victoria basin,"" he added.","{'social protection', 'vulnerable', 'poverty', 'development', 'poor'}",0.2883307053394662
XIN_ENG_20090307.0137,"Gender equality, women's empowerment crucial for industrial
development: UN official. Empowering women through entrepreneurship development and gender mainstreaming were key factors for effective industrial development, Kandeh K. Yumkella, director general of United Nations Industrial Development Organization (UNIDO) said here on Friday. According to a UNIDO press release, Yumkella pointed out that gender equality and the empowerment of women in the countries of the ""bottom billion,"" where people live on less than a dollar a day, are not only crucial components in the fight against poverty, hunger and disease, but also key for effective and sustainable industrialized development. Yumkella said that March 8 will be International Women's day. Women have made great economic, political and social achievements, but there is still a lot of work to be done, because no enduring solution to society's most threatening social, economic and political problems can be found without the full and equal participation of women. Therefore, he called for combined efforts to overcome the inequities that create serious impediments to women's entrepreneurial activities. He added that concrete actions were needed to develop women's economic independence and access to economic resources, and increase women's participation in political decision- making.","{'economic resources', 'entrepreneur', 'hunger', 'development', 'poverty'}",0.28806673161392404
AFP_ENG_20020513.0393,"27 countries discuss ways to develop Asia's mountain regions. Representatives of 27 countries in the Asia-Pacific region began talks Monday in Nepal on how to boost development in mountain areas. The five-day conference, held under the auspices of the UN Food and Agriculture Organization (FAO), will look for ways to eliminate armed conflicts, poverty, hunger and environmental degradation in the region's mountains, officials said. ""Small farmers and poor communities are highly vulnerable to all sorts of disasters and disturbances,"" Nepal's Minister for Agriculture and Cooperatives Mahesh Acharya said as he opened the conference. He pointed out that mountain areas face food shortages and have fragile ecosystems worth preserving for their biodiversity. ""We need to find a solution, a just scheme for mountain dwellers, to balance their production needs and conservation of the environment,"" he said.","{'disasters', 'vulnerable', 'poverty', 'hunger', 'development', 'poor'}",0.28768551571082845
XIN_ENG_20091123.0096,"Cambodia's development goals threatened by economic downturn: UN. Cambodia's economic growth is becoming an increasingly urgent topic as its pillar industries, like garments, tourism and construction are suffering in the global economic downturn, the Office of the United Nations Residence Coordinator said here Monday. In a statement released on Monday, the UN office said an estimated 20-30 percent of workers in garment factories, construction sites and the tourism industry have lost their jobs since late 2008, resulting in the loss of 35-40 million U.S. dollars in remittances. ""The poor, and mainly women in the case of the garment sector, are bearing the brunt of the downturn,"" it added. The most profound impacts of the downturn are being felt by the poor and near poor, particularly those who are in debt. This is especially true in rural areas, home to many of the vulnerable who moved to the cities in search of employment. The downturn presents challenges not only to individuals, but also to Cambodia's progress toward the achievement of the Cambodia Millennium Development Goals, as foreign investment in construction dwindles, garment orders decline and tourist income drops off. The statement said the UN office here has undertaken a study to gain an understanding of the impact of the downturn as well as to identify measures to minimize the damage to human development achievements, restore progress in poverty reduction and prepare for the future.","{'workers', 'vulnerable', 'poverty', 'development', 'poor'}",0.2861979235175983
APW_ENG_20080211.0165,"Amnesty International slams Cambodian government for forced evictions of poor people. The Cambodian government is actively involved in the unlawful and forcible evictions of thousands of poor people whose land is taken for commercial development, Amnesty International alleged Monday. Instead of protecting the victims, ""the authorities have been instrumental in demolishing villages, setting homes ablaze and making poor people homeless without due process and at the behest of those who wield economic and political power,"" said Catherine Baber, director of the group's Asia-Pacific Program. Her allegation was made in a statement marking the Lond-based human rights group's release of a report titled ""Rights Razed -Forced evictions in Cambodia."" The evictions are in ""sharp contrast to the rhetoric of the government's pro-poor policies and in breach of international human rights laws and standards,"" Amnesty said. The government's poverty reduction agenda rings hollow unless the government urgently puts an end to all forced evictions, Baber said.","{'pro-poor', 'poverty', 'development', 'poor', 'human rights'}",0.2859882502150042
APW_ENG_20080211.0164,"Amnesty International slams Cambodian government for forced evictions of poor people. The Cambodian government is actively involved in the unlawful and forcible evictions of thousands of poor people whose land is taken for commercial development, Amnesty International alleged Monday. Instead of protecting the victims, ""the authorities have been instrumental in demolishing villages, setting homes ablaze and making poor people homeless without due process and at the behest of those who wield economic and political power,"" said Catherine Baber, director of the group's Asia-Pacific Program. Her allegation was made in a statement marking the Lond-based human rights group's release of a report titled ""Rights Razed - Forced evictions in Cambodia."" The evictions are in ""sharp contrast to the rhetoric of the government's pro-poor policies and in breach of international human rights laws and standards,"" Amnesty said. The government's poverty reduction agenda rings hollow unless the government urgently puts an end to all forced evictions, Baber said.","{'pro-poor', 'poverty', 'development', 'poor', 'human rights'}",0.2859882502150042
APW_ENG_20080701.1196,"UN finds world economic insecurity among rich, poor. Rich and poor nations have more in common this year: a growing sense of economic insecurity. Their shared anxiety is largely due to ""trade shocks"" from rising oil and food prices, rattled financial markets, natural disasters and armed conflicts, the U.N. said in its annual survey of world economic and social trends, released Tuesday. As usual, though, it's the impoverished who fare worse. ""The food riots that broke out in a number of countries in early 2008 have laid bare the fragility of economic livelihoods for those at the bottom of the development ladder,"" the report says. Sha Zukang, the U.N. undersecretary-general for economic and social affairs, suggests nothing less than ""a global New Deal"" or Marshall Plan-like approach to help the world's poor, especially the 1 billion people who live on less than $1 a day.","{'shocks', 'disasters', 'development', 'poor', 'natural disaster'}",0.28584176516099064
